"STATION","NAME","DATE","ACSH","AWND","DAPR","FMTM","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WDF1","WDF2","WDF5","WSF1","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT14","WT16","WT18"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-07-23",,,,,,,"0.01","0.0","0.0",,"80","46",,,,,,,,,,,"    1",,,,,"    1",,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-07-24",,,,,,,"0.00","0.0","0.0",,"66","48",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-07-25",,,,,,,"0.00","0.0","0.0",,"73","39",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-07-26",,,,,,,"0.00","0.0","0.0",,"67","41",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-07-27",,,,,,,"0.02","0.0","0.0",,"67","48",,,,,,,,,,,"    1",,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-07-28",,,,,,,"0.10","0.0","0.0",,"64","44",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-07-29",,,,,,,"0.15","0.0","0.0",,"65","44",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-07-30",,,,,,,"0.28","0.0","0.0",,"67","51",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-07-31",,,,,,,"0.13","0.0","0.0",,"61","49",,,,,,,,,"    1",,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-01",,,,,,,"0.00","0.0","0.0",,"68","41",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-02",,,,,,,"0.00","0.0","0.0",,"68","35",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-03",,,,,,,"0.29","0.0","0.0",,"60","46",,,,,,,,,"    1",,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-04",,,,,,,"0.18","0.0","0.0",,"71","52",,,,,,,,,"    1",,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-05",,,,,,,"0.04","0.0","0.0",,"69","51",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-06",,,,,,,"0.46","0.0","0.0",,"65","44",,,,,,,,,"    1",,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-07",,,,,,,"0.00","0.0","0.0",,"70","43",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-08",,,,,,,"0.00","0.0","0.0",,"73","37",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-09",,,,,,,"0.00","0.0","0.0",,"77","45",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-10",,,,,,,"0.00","0.0","0.0",,"72","35",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-11",,,,,,,"0.00","0.0","0.0",,"78","45",,,,,,,,,"    1",,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-12",,,,,,,"0.01","0.0","0.0",,"69","53",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-13",,,,,,,"0.00","0.0","0.0",,"70","43",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-14",,,,,,,"0.00","0.0","0.0",,"68","38",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-15",,,,,,,"0.00","0.0","0.0",,"75","33",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-16",,,,,,,"0.00","0.0","0.0",,"79","38",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-17",,,,,,,"0.00","0.0","0.0",,"77","49",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-18",,,,,,,"0.00","0.0","0.0",,"80","47",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-19",,,,,,,"0.00","0.0","0.0",,"81","44",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-20",,,,,,,"0.00","0.0","0.0",,"79","53",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-21",,,,,,,"0.00","0.0","0.0",,"80","51",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-22",,,,,,,"0.00","0.0","0.0",,"76","53",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-23",,,,,,,"0.00","0.0","0.0",,"75","48",,,,,,,,,,,,,,,,"    1",,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-24",,,,,,,"0.23","0.0","0.0",,"58","42",,,,,,,,,,,,,,,,"    1",,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-25",,,,,,,"0.00","0.0","0.0",,"59","41",,,,,,,,,"    1",,,,,,,"    1",,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-26",,,,,,,"0.00","0.0","0.0",,"65","37",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-27",,,,,,,"0.00","0.0","0.0",,"65","36",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-28",,,,,,,"0.00","0.0","0.0",,"69","30",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-29",,,,,,,"0.00","0.0","0.0",,"65","34",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-30",,,,,,,"0.00","0.0","0.0",,"62","41",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-08-31",,,,,,,"0.00","0.0","0.0",,"62","31",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-01",,,,,,,"0.00","0.0","0.0",,"63","31",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-02",,,,,,,"0.00","0.0","0.0",,"64","29",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-03",,,,,,,"0.00","0.0","0.0",,"63","34",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-04",,,,,,,"0.00","0.0","0.0",,"62","30",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-05",,,,,,,"0.00","0.0","0.0",,"59","30",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-06",,,,,,,"0.00","0.0","0.0",,"55","32",,,,,,,,,"    1",,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-07",,,,,,,"0.00","0.0","0.0",,"62","38",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-08",,,,,,,"0.00","0.0","0.0",,"69","36",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-09",,,,,,,"0.00","0.0","0.0",,"66","40",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-10",,,,,,,"0.00","0.0","0.0",,"63","32",,,,,,,,,,,,,,,,"    1",,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-11",,,,,,,"0.00","0.0","0.0",,"58","39",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-12",,,,,,,"0.00","0.0","0.0",,"53","38",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-13",,,,,,,"0.00","0.0","0.0",,"57","34",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-14",,,,,,,"0.00","0.0","0.0",,"56","24",,,,,,,,,"    1",,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-15",,,,,,,"0.00","0.0","0.0",,"55","30",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-16",,,,,,,"0.00","0.0","0.0",,"58","19",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-17",,,,,,,"0.00","0.0","0.0",,"69","34",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-18",,,,,,,"0.00","0.0","0.0",,"62","26",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-19",,,,,,,"0.00","0.0","0.0",,"57","35",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-20",,,,,,,"0.00","0.0","0.0",,"63","28",,,,,,,,,"    1",,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-21",,,,,,,"0.00","0.0","0.0",,"61","38",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-22",,,,,,,"0.34","0.0","0.0",,"50","30",,,,,,,,,"    1",,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-23",,,,,,,"0.00","0.0","0.0",,"54","27",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-24",,,,,,,"0.03","0.0","0.0",,"43","34",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-25",,,,,,,"0.00","0.0","0.0",,"41","31",,,,,,,,,,,,,,,,,,,,"    1","    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-26",,,,,,,"0.00","0.0","0.0",,"42","29",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-27",,,,,,,"0.02","0.0","0.0",,"46","32",,,,,,,,,,,,,,,,,,,,"    1","    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-28",,,,,,,"0.01","0.0","0.0",,"51","39",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-29",,,,,,,"0.00","0.0","0.0",,"55","38",,,,,,,,,,,,,,,,,,,,"    1",
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-09-30",,,,,,,"0.00","0.0","0.0",,"62","30",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-01",,,,,,,"0.00","0.0","0.0",,"57","30",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-02",,,,,,,"0.00","0.0","0.0",,"58","20",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-03",,,,,,,"0.00","0.0","0.0",,"58","29",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-04",,,,,,,"0.00","0.0","0.0",,"56","23",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-05",,,,,,,"0.00","0.0","0.0",,"46","23",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-06",,,,,,,"0.00","0.0","0.0",,"43","17",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-07",,,,,,,"0.00","0.0","0.0",,"42","26",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-08",,,,,,,"0.00","0.0","0.0",,"34","19",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-09",,,,,,,"0.01","0.5","0.0",,"30","17",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-10",,,,,,,"0.02","0.2","1.0",,"23","15",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-11",,,,,,,"0.02","0.8","2.0",,"23","14",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-12",,,,,,,"0.05","2.0","3.0",,"23","5",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-13",,,,,,,"0.00","0.0","4.0",,"20","2",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-14",,,,,,,"0.00","0.0","4.0",,"26","16",,,,,,,,,"    1",,,,,"    1",,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-15",,,,,,,"0.01","0.1","3.0",,"28","21",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-16",,,,,,,"0.01","0.1","3.0",,"28","18",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-17",,,,,,,"0.06","0.0","3.0",,"37","22",,,,,,,,,"    1",,,,,"    1",,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-18",,,,,,,"0.00","0.0","2.0",,"39","24",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-19",,,,,,,"0.01","0.4","2.0",,"35","20",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-20",,,,,,,"0.01","0.1","2.0",,"35","29",,,,,,,,,"    1",,,,,"    1",,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-21",,,,,,,"0.02","0.2","3.0",,"34","25",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-22",,,,,,,"0.00","0.0","3.0",,"33","27",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-23",,,,,,,"0.00","0.0","3.0",,"36","24",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-24",,,,,,,"0.00","0.0","2.0",,"28","13",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-25",,,,,,,"0.00","0.0","2.0",,"27","11",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-26",,,,,,,"0.00","0.0","2.0",,"22","8",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-27",,,,,,,"0.01","0.1","3.0",,"20","11",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-28",,,,,,,"0.03","0.3","3.0",,"20","11",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-29",,,,,,,"0.01","0.1","4.0",,"19","-2",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-30",,,,,,,"0.01","0.2","5.0",,"11","4",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-10-31",,,,,,,"0.00","0.0","5.0",,"10","-10",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-01",,,,,,,"0.00","0.0","5.0",,"8","-10",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-02",,,,,,,"0.00","0.0","5.0",,"8","-6",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-03",,,,,,,"0.02","0.2","5.0",,"3","-12",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-04",,,,,,,"0.00","0.0","5.0",,"4","-26",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-05",,,,,,,"0.00","0.0","5.0",,"-5","-26",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-06",,,,,,,"0.07","0.8","6.0",,"12","-8",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-07",,,,,,,"0.00","0.0","6.0",,"19","3",,,,,,,,,"    1",,,,,"    1",,,,,,"    1","    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-08",,,,,,,"0.00","0.0","6.0",,"16","-1",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-09",,,,,,,"0.00","0.0","6.0",,"17","9",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-10",,,,,,,"0.00","0.0","6.0",,"24","14",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-11",,,,,,,"0.09","1.1","7.0",,"27","15",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-12",,,,,,,"0.07","0.7","7.0",,"22","8",,,,,,,,,,,,,,,,,"    1",,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-13",,,,,,,"0.09","0.9","8.0",,"32","11",,,,,,,,,,,,,,,,,"    1",,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-14",,,,,,,"0.00","0.0","8.0",,"17","-16",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-15",,,,,,,"0.00","0.0","8.0",,"-11","-34",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-16",,,,,,,"0.00","0.0","8.0",,"2","-32",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-17",,,,,,,"0.00","0.0","8.0",,"3","-12",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-18",,,,,,,"0.00","0.0","8.0",,"-1","-26",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-19",,,,,,,"0.00","0.0","8.0",,"-8","-27",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-20",,,,,,,"0.00","0.0","8.0",,"-8","-28",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-21",,,,,,,"0.00","0.0","8.0",,"8","-25",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-22",,,,,,,"0.00","0.0","8.0",,"3","-20",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-23",,,,,,,"0.00","0.0","8.0",,"-16","-40",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-24",,,,,,,"0.00","0.0","8.0",,"-26","-42",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-25",,,,,,,"0.00","0.0","8.0",,"-6","-43",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-26",,,,,,,"0.00","0.0","8.0",,"-15","-33",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-27",,,,,,,"0.13","1.3","8.0",,"8","-28",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-28",,,,,,,"0.00","0.0","9.0",,"10","-5",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-29",,,,,,,"0.00","0.0","9.0",,"32","5",,,,,,,,,"    1",,,,,"    1",,,,,,"    1","    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-11-30",,,,,,,"0.11","1.1","9.0",,"30","19",,,,,,,,,,,,,,,,,"    1",,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-01",,,,,,,"0.02","0.3","11.0",,"28","3",,,,,,,,,"    1",,,,,,,,"    1",,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-02",,,,,,,"0.00","0.0","11.0",,"3","-20",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-03",,,,,,,"0.02","0.2","12.0",,"-1","-16",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-04",,,,,,,"0.05","1.3","13.0",,"1","-17",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-05",,,,,,,"0.05","0.5","13.0",,"-11","-22",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-06",,,,,,,"0.07","1.0","14.0",,"-15","-31",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-07",,,,,,,"0.12","1.0","14.0",,"-11","-21",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-08",,,,,,,"0.05","0.7","15.0",,"-14","-29",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-09",,,,,,,"0.02","0.2","15.0",,"3","-24",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-10",,,,,,,"0.02","0.2","15.0",,"14","3",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-11",,,,,,,"0.00","0.0","15.0",,"17","3",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-12",,,,,,,"0.00","0.0","15.0",,"19","6",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-13",,,,,,,"0.02","0.3","15.0",,"19","6",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-14",,,,,,,"0.00","0.0","15.0",,"13","-16",,,,,,,,,"    1",,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-15",,,,,,,"0.00","0.0","16.0",,"-8","-28",,,,,,,,,"    1",,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-16",,,,,,,"0.00","0.0","16.0",,"11","-29",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-17",,,,,,,"0.00","0.0","15.0",,"-10","-28",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-18",,,,,,,"0.00","0.0","15.0",,"3","-20",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-19",,,,,,,"0.00","0.0","15.0",,"-5","-30",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-20",,,,,,,"0.00","0.0","15.0",,"-5","-32",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-21",,,,,,,"0.00","0.0","15.0",,"-7","-11",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-22",,,,,,,"0.00","0.0","15.0",,"-6","-30",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-23",,,,,,,"0.00","0.0","15.0",,"-8","-25",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-24",,,,,,,"0.00","0.0","15.0",,"16","-28",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-25",,,,,,,"0.00","0.0","14.0",,"7","-19",,,,,,,,,,,,,,,,,,,,,
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-26",,,,,,,"0.00","0.0","15.0",,"23","-2",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-27",,,,,,,"0.00","0.0","14.0",,"8","2",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00026435","NENANA MUNICIPAL AIRPORT, AK US","1950-12-28",,,,,,,"0.01","0.1","14.0",,"5","-10",,,,,,,,,"    1",,,,,,,,,,,,"    1"
